Date,Day_name,Open,Gap_Point,Gap_Point(%),Open_Gap_Type,Remarks,Gap_Fill_Point,Gap_Fill_Point%,Low,High,Day_Range,Close,Day_Range(%)
2013-01-28,Monday,12726.1,16.9,0.13,"FLAT UP","NOT FILL",-16.1,-95.55,12710,12825,115,12781.05,0.9
2013-01-25,Friday,12560,-4.2,-0.03,"FLAT DOWN","GAP FILL UP",176,4141.18,12546.7,12736,189.3,12709.25,1.49
2013-01-24,Thursday,12683.6,14.9,0.12,"FLAT UP","NOT FILL",-152.6,-1024.16,12531,12690,159,12564.25,1.27
2013-01-23,Wednesday,12625.1,20.5,0.16,"FLAT UP","NOT FILL",-109.55,-534.39,12515.55,12729,213.45,12668.7,1.68
2013-01-22,Tuesday,12689.8,3.6,0.03,"FLAT UP","NOT FILL",-121.3,-3369.44,12568.5,12798.85,230.35,12604.6,1.83
2013-01-21,Monday,12741,28.2,0.22,"FLAT UP","NOT FILL",-110.2,-390.78,12630.8,12743.55,112.75,12686.2,0.89
2013-01-18,Friday,12729.5,39.4,0.31,"FLAT UP","NOT FILL",-50.1,-127.16,12679.4,12825.5,146.1,12712.8,1.15
2013-01-17,Thursday,12718.75,40.6,0.32,"FLAT UP","NOT FILL",-102.95,-253.57,12615.8,12775,159.2,12690.1,1.25
2013-01-16,Wednesday,12895.25,-15.1,-0.12,"FLAT DOWN","NOT FILL",0,0,12652,12895.25,243.25,12678.15,1.92
2013-01-15,Tuesday,12850,4.5,0.04,"FLAT UP","NOT FILL",-79.9,-1775.56,12770.1,12975,204.9,12910.4,1.59
2013-01-14,Monday,12666,-16.7,-0.13,"FLAT DOWN","GAP FILL UP",191.6,1147.31,12666,12857.6,191.6,12845.5,1.49
2013-01-11,Friday,12885.05,18,0.14,"FLAT UP","NOT FILL",-238.85,-1323.27,12646.2,12885.1,238.9,12682.7,1.88
2013-01-10,Thursday,12823.55,51,0.4,"MEDIUM GAP UP","NOT FILL",-48.55,-95.2,12775,12889.9,114.9,12867,0.89
2013-01-09,Wednesday,12830.1,5.3,0.04,"FLAT UP","NOT FILL",-85.85,-1619.81,12744.25,12869.9,125.65,12772.55,0.98
2013-01-08,Tuesday,12772.1,-24.4,-0.19,"FLAT DOWN","GAP FILL UP",66.8,274.33,12718,12838.9,120.9,12824.8,0.94
2013-01-07,Monday,12890,20.1,0.16,"FLAT UP","NOT FILL",-119,-592.04,12771,12908.95,137.95,12796.45,1.08
2013-01-04,Friday,12830,-22,-0.17,"FLAT DOWN","GAP FILL UP",53,240.91,12760,12883,123,12869.9,0.96
2013-01-03,Thursday,12908.4,34,0.26,"FLAT UP","NOT FILL",-104.4,-306.61,12804,12910,106,12852,0.82
2013-01-02,Wednesday,12810,42.6,0.33,"MEDIUM GAP UP","NOT FILL",0,0,12810,12902.4,92.4,12874.35,0.72
2013-01-01,Tuesday,12627,50.8,0.4,"MEDIUM GAP UP","NOT FILL",0,0,12627,12776,149,12767.35,1.17
2012-12-31,Monday,12550.2,-18,-0.14,"FLAT DOWN","GAP FILL UP",64.8,360,12530.05,12615,84.95,12576.2,0.68
2012-12-28,Friday,12581.55,121.8,0.98,"BIG GAP UP","NOT FILL",-73.55,-60.36,12508,12603,95,12568.2,0.76
2012-12-27,Thursday,12543.95,36,0.29,"FLAT UP","NOT FILL",-93.95,-261.34,12450,12543.95,93.95,12459.7,0.75
2012-12-26,Wednesday,12351.65,12.3,0.1,"FLAT UP","NOT FILL",-34.6,-281.3,12317.05,12546,228.95,12508,1.83
2012-12-24,Monday,12398,50.6,0.41,"MEDIUM GAP UP","NOT FILL",-112.9,-222.9,12285.1,12398,112.9,12339.35,0.91
2012-12-21,Friday,12474.45,-50.4,-0.4,"MEDIUM GAP DOWN","NOT FILL",0,0,12326.6,12474.45,147.85,12347.35,1.2
2012-12-20,Thursday,12552.25,6.4,0.05,"FLAT UP","NOT FILL",-127.2,-2003.15,12425.05,12571.95,146.9,12524.85,1.17
2012-12-19,Wednesday,12570,20.2,0.16,"FLAT UP","NOT FILL",-93.35,-462.13,12476.65,12619.95,143.3,12545.9,1.14
2012-12-18,Tuesday,12524.05,34,0.27,"FLAT UP","NOT FILL",-274.05,-804.85,12250,12599,349,12549.8,2.78
2012-12-17,Monday,12480,-34.9,-0.28,"FLAT DOWN","GAP FILL UP",52,149.21,12464,12532,68,12490,0.54
2012-12-14,Friday,12256.65,-85,-0.69,"MEDIUM GAP DOWN","GAP FILL UP",283.25,333.43,12256.65,12539.9,283.25,12514.85,2.26
2012-12-13,Thursday,12429.5,29,0.23,"FLAT UP","NOT FILL",-108.4,-373.15,12321.1,12521.65,200.55,12341.6,1.62
2012-12-12,Wednesday,12450,33,0.27,"FLAT UP","NOT FILL",-90,-272.73,12360,12489,129,12400.45,1.04
2012-12-11,Tuesday,12503.25,29.6,0.24,"FLAT UP","NOT FILL",-193.25,-651.77,12310,12625,315,12417,2.54
2012-12-10,Monday,12440,-11.4,-0.09,"FLAT DOWN","GAP FILL UP",59,517.54,12422.3,12499,76.7,12473.6,0.61
2012-12-07,Friday,12600,84.8,0.68,"MEDIUM GAP UP","NOT FILL",-198.95,-234.75,12401.05,12600,198.95,12451.4,1.6
2012-12-06,Thursday,12408.55,57.9,0.47,"MEDIUM GAP UP","NOT FILL",-196.55,-339.46,12212,12589.95,377.95,12515.25,3.02
2012-12-05,Wednesday,12280.1,10.6,0.09,"FLAT UP","NOT FILL",0,0,12280.1,12399.95,119.85,12350.65,0.97
2012-12-04,Tuesday,12120.65,-59,-0.48,"MEDIUM GAP DOWN","GAP FILL UP",170.35,288.97,12120.65,12291,170.35,12269.55,1.39
2012-12-03,Monday,12152,-48.9,-0.4,"MEDIUM GAP DOWN","GAP FILL UP",68,139.06,11805,12220,415,12179.6,3.41
2012-11-30,Friday,12155,162.2,1.35,"BIG GAP UP","NOT FILL",-84,-51.79,12071,12231.4,160.4,12200.9,1.31
2012-11-29,Thursday,11722,45.9,0.39,"MEDIUM GAP UP","NOT FILL",-20.5,-44.71,11701.5,11999,297.5,11992.8,2.48
2012-11-27,Tuesday,11493.8,38.7,0.34,"MEDIUM GAP UP","NOT FILL",0,0,11493.8,11686,192.2,11676.15,1.65
2012-11-26,Monday,11055,-441,-3.84,"BIG GAP DOWN","GAP FILL UP",479,108.62,11055,11534,479,11455.1,4.18
2012-11-23,Friday,11580,33,0.29,"FLAT UP","NOT FILL",-157.5,-477.27,11422.5,11580,157.5,11496,1.37
2012-11-22,Thursday,11499,16.2,0.14,"FLAT UP","NOT FILL",0,0,11499,11599.7,100.7,11547,0.87
2012-11-21,Wednesday,11360,8.5,0.07,"FLAT UP","NOT FILL",-33.9,-401.18,11326.1,11498,171.9,11482.8,1.5
2012-11-20,Tuesday,11420,58.1,0.51,"MEDIUM GAP UP","NOT FILL",-120,-206.36,11300,11449,149,11351.55,1.31
2012-11-19,Monday,11375,15,0.13,"FLAT UP","NOT FILL",-86.75,-580.27,11288.25,11399.7,111.45,11361.85,0.98
2012-11-16,Friday,11560,-11.4,-0.1,"FLAT DOWN","GAP FILL UP",20,176.21,11324.4,11580,255.6,11360.05,2.25
2012-11-15,Thursday,11502.15,-57,-0.49,"MEDIUM GAP DOWN","GAP FILL UP",84.85,148.99,11460,11587,127,11571.35,1.1
2012-11-13,Tuesday,11640,1.5,0.01,"FLAT UP","NOT FILL",-114.9,-7412.9,11525.1,11657.85,132.75,11559.1,1.15
2012-11-12,Monday,11549,21.6,0.19,"FLAT UP","NOT FILL",-36.4,-168.13,11512.6,11662.75,150.15,11638.45,1.29
2012-11-09,Friday,11682.05,-2.7,-0.02,"FLAT DOWN","GAP FILL UP",51.35,1901.85,11482.2,11733.4,251.2,11527.35,2.18
2012-11-08,Thursday,11632.25,-101.8,-0.87,"BIG GAP DOWN","GAP FILL UP",92.75,91.11,11611.5,11725,113.5,11684.75,0.97
2012-11-07,Wednesday,11620,-3.7,-0.03,"FLAT DOWN","GAP FILL UP",175,4729.73,11581,11795,214,11734.05,1.82
2012-11-06,Tuesday,11508,-29.6,-0.26,"FLAT DOWN","GAP FILL UP",144.5,487.35,11496.25,11652.5,156.25,11623.7,1.34
2012-11-05,Monday,11525,-11.7,-0.1,"FLAT DOWN","GAP FILL UP",29,247.86,11465.1,11554,88.9,11537.65,0.77
2012-11-02,Friday,11485,100.9,0.89,"BIG GAP UP","NOT FILL",-30,-29.73,11455,11559.45,104.45,11536.7,0.91
2012-11-01,Thursday,11320,-18.5,-0.16,"FLAT DOWN","GAP FILL UP",99,536.59,11306.45,11419,112.55,11384.1,0.99
2012-10-31,Wednesday,11255.3,-24.1,-0.21,"FLAT DOWN","GAP FILL UP",110.2,458.21,11202.2,11365.5,163.3,11338.45,1.44
2012-10-30,Tuesday,11550,-13.4,-0.12,"FLAT DOWN","GAP FILL UP",135,1011.24,11251.75,11685,433.25,11279.35,3.84
2012-10-29,Monday,11580,-5.3,-0.05,"FLAT DOWN","GAP FILL UP",80,1509.43,11513,11660,147,11563.35,1.27
2012-10-26,Friday,11648.8,34.3,0.3,"FLAT UP","NOT FILL",-108.8,-317.2,11540,11698,158,11585.3,1.36
2012-10-25,Thursday,11570,-14.6,-0.13,"FLAT DOWN","GAP FILL UP",49,335.62,11550.05,11619,68.95,11614.5,0.59
2012-10-23,Tuesday,11600,-20.7,-0.18,"FLAT DOWN","GAP FILL UP",69,333.33,11541,11669,128,11584.6,1.1
2012-10-22,Monday,11465.4,-40.1,-0.35,"MEDIUM GAP DOWN","GAP FILL UP",169,421.97,11445.85,11634.4,188.55,11620.7,1.62
2012-10-19,Friday,11593.95,-30.5,-0.26,"FLAT DOWN","GAP FILL UP",34.65,113.42,11443.1,11628.6,185.5,11505.45,1.61
2012-10-18,Thursday,11428,40,0.35,"MEDIUM GAP UP","NOT FILL",-40,-100.13,11388,11636.6,248.6,11624.5,2.14
2012-10-17,Wednesday,11415,59.2,0.52,"MEDIUM GAP UP","NOT FILL",-84,-141.77,11331,11447.05,116.05,11388.05,1.02
2012-10-16,Tuesday,11515,36.2,0.32,"FLAT UP","NOT FILL",-179.55,-495.31,11335.45,11547.9,212.45,11355.75,1.87
2012-10-15,Monday,11402,-21.8,-0.19,"FLAT DOWN","GAP FILL UP",90,412.84,11308,11492,184,11478.75,1.6
2012-10-12,Friday,11490,-23.4,-0.2,"FLAT DOWN","GAP FILL UP",89,381.16,11407.75,11579,171.25,11423.8,1.5
2012-10-11,Thursday,11395,52.5,0.46,"MEDIUM GAP UP","NOT FILL",-90,-171.27,11305,11550,245,11513.35,2.13
2012-10-10,Wednesday,11438,-59.8,-0.52,"MEDIUM GAP DOWN","NOT FILL",0,0,11333,11438,105,11342.45,0.93
2012-10-09,Tuesday,11680,264.3,2.32,"BIG GAP UP","NOT FILL",-257.8,-97.54,11422.2,11680,257.8,11497.75,2.24
2012-10-08,Monday,11560,-15.8,-0.14,"FLAT DOWN","GAP FILL UP",24.95,158.41,11401,11584.95,183.95,11415.7,1.61
2012-10-05,Friday,11780.1,63.4,0.54,"MEDIUM GAP UP","NOT FILL",-269.9,-425.71,11510.2,11803,292.8,11575.75,2.53
2012-10-04,Thursday,11531.1,45.9,0.4,"MEDIUM GAP UP","NOT FILL",-10,-21.79,11521.1,11739.95,218.85,11716.7,1.87
2012-10-03,Wednesday,11456.5,-47.9,-0.42,"MEDIUM GAP DOWN","GAP FILL UP",93,194.36,11411.05,11549.5,138.45,11485.2,1.21
2012-10-01,Monday,11508,-5.8,-0.05,"FLAT DOWN","GAP FILL UP",23,400,11430.05,11531,100.95,11504.35,0.88
2012-09-28,Friday,11568,148.5,1.3,"BIG GAP UP","NOT FILL",-86.5,-58.23,11481.5,11600,118.5,11513.75,1.03
2012-09-27,Thursday,11475,41.2,0.36,"MEDIUM GAP UP","NOT FILL",-82,-198.79,11393,11497,104,11419.45,0.91
2012-09-26,Wednesday,11419,-25.9,-0.23,"FLAT DOWN","GAP FILL UP",40,154.74,11328.1,11459,130.9,11433.75,1.14
2012-09-25,Tuesday,11450,27.5,0.24,"FLAT UP","NOT FILL",-122.9,-446.91,11327.1,11527,199.9,11444.85,1.75
2012-09-24,Monday,11416,20.6,0.18,"FLAT UP","NOT FILL",-48,-233.01,11368,11539,171,11422.5,1.5
2012-09-21,Friday,10990,37.7,0.34,"MEDIUM GAP UP","NOT FILL",-5,-13.26,10985,11463.9,478.9,11395.4,4.2
2012-09-20,Thursday,10969,-93.4,-0.84,"BIG GAP DOWN","GAP FILL UP",78,83.51,10910.1,11047,136.9,10952.3,1.25
2012-09-18,Tuesday,10950,-27.3,-0.25,"FLAT DOWN","GAP FILL UP",139,509.16,10906.75,11089,182.25,11062.4,1.65
2012-09-17,Monday,10781.55,130.7,1.23,"BIG GAP UP","NOT FILL",0,0,10781.55,11046,264.45,10977.3,2.41
2012-09-14,Friday,10469,243.1,2.38,"BIG GAP UP","NOT FILL",-119,-48.95,10350,11000,650,10650.85,6.1
2012-09-13,Thursday,10225,8.1,0.08,"FLAT UP","NOT FILL",-41.5,-512.35,10183.5,10277,93.5,10225.9,0.91
2012-09-12,Wednesday,10191,33.5,0.33,"MEDIUM GAP UP","NOT FILL",-67.5,-201.49,10123.5,10245,121.5,10216.9,1.19
2012-09-11,Tuesday,10059,-37,-0.37,"MEDIUM GAP DOWN","GAP FILL UP",115,310.81,10027.55,10174,146.45,10157.5,1.44
2012-09-10,Monday,10188,9,0.09,"FLAT UP","NOT FILL",-133.95,-1488.33,10054.05,10200.5,146.45,10096,1.45
2012-09-08,Saturday,10126.5,-13.4,-0.13,"FLAT DOWN","GAP FILL UP",61.5,460.67,10126.5,10188,61.5,10179,0.6
2012-09-07,Friday,10082.55,144.6,1.46,"BIG GAP UP","NOT FILL",-62.55,-43.24,10020,10159,139,10139.85,1.37
2012-09-06,Thursday,9998.9,98.9,1,"BIG GAP UP","NOT FILL",-108.95,-110.11,9889.95,10009.95,120,9937.9,1.21
2012-09-05,Wednesday,10044,-44,-0.44,"MEDIUM GAP DOWN","NOT FILL",15,34.05,9881.5,10059,177.5,9899.95,1.79
2012-09-04,Tuesday,10040,7.4,0.07,"FLAT UP","NOT FILL",-59.85,-814.29,9980.15,10098,117.85,10088.05,1.17
2012-09-03,Monday,10097,26.3,0.26,"FLAT UP","NOT FILL",-87.9,-334.22,10009.1,10150,140.9,10032.65,1.4
2012-08-31,Friday,10088,2.8,0.03,"FLAT UP","NOT FILL",-63,-2250,10025,10188.1,163.1,10070.7,1.62
2012-08-30,Thursday,9999,-35.7,-0.36,"MEDIUM GAP DOWN","GAP FILL UP",88,246.5,9963.5,10087,123.5,10085.2,1.22
2012-08-29,Wednesday,10108,17.5,0.17,"FLAT UP","NOT FILL",-83,-472.93,10025,10154.55,129.55,10034.7,1.29
2012-08-28,Tuesday,10160,-17.5,-0.17,"FLAT DOWN","GAP FILL UP",17,97.42,10040.05,10177,136.95,10090.45,1.36
2012-08-27,Monday,10371,4,0.04,"FLAT UP","NOT FILL",-209.65,-5176.54,10161.35,10371,209.65,10177.45,2.06
2012-08-24,Friday,10439.85,-43.3,-0.41,"MEDIUM GAP DOWN","NOT FILL",0.1,0.23,10351.2,10439.95,88.75,10366.95,0.86
2012-08-23,Thursday,10542.5,35,0.33,"MEDIUM GAP UP","NOT FILL",-104.1,-297.85,10438.4,10593,154.6,10483.15,1.47
2012-08-22,Wednesday,10489,-23,-0.22,"FLAT DOWN","GAP FILL UP",83,360.87,10432,10572,140,10507.55,1.33
2012-08-21,Tuesday,10465,4,0.04,"FLAT UP","NOT FILL",-75,-1851.85,10390,10529,139,10512,1.32
2012-08-17,Friday,10510,37.3,0.36,"MEDIUM GAP UP","NOT FILL",-118.25,-317.02,10391.75,10560,168.25,10460.95,1.61
2012-08-16,Thursday,10591,14.6,0.14,"FLAT UP","NOT FILL",-136,-928.33,10455,10611,156,10472.7,1.49
2012-08-14,Tuesday,10460,0.1,0,"FLAT UP","NOT FILL",-29,-19333.33,10431,10614,183,10576.35,1.73
2012-08-13,Monday,10435,10.3,0.1,"FLAT UP","NOT FILL",-93.9,-911.65,10341.1,10479.95,138.85,10459.85,1.33
2012-08-10,Friday,10480.6,-25.1,-0.24,"FLAT DOWN","NOT FILL",8.95,35.66,10341.1,10489.55,148.45,10424.7,1.42
2012-08-09,Thursday,10580,20.9,0.2,"FLAT UP","NOT FILL",-99.8,-478.66,10480.2,10640.1,159.9,10505.7,1.52
2012-08-08,Wednesday,10680.25,59.8,0.56,"MEDIUM GAP UP","NOT FILL",-145.25,-243.1,10535,10680.3,145.3,10559.15,1.38
2012-08-07,Tuesday,10506.6,8.1,0.08,"FLAT UP","NOT FILL",-13.35,-164.81,10493.25,10650,156.75,10620.5,1.48
2012-08-06,Monday,10734,349.6,3.37,"BIG GAP UP","NOT FILL",-265.95,-76.07,10468.05,10734,265.95,10498.5,2.53
2012-08-03,Friday,10375,-53.7,-0.51,"MEDIUM GAP DOWN","NOT FILL",33.65,62.66,10255,10408.65,153.65,10384.4,1.48
2012-08-02,Thursday,10430,-35.5,-0.34,"MEDIUM GAP DOWN","GAP FILL UP",32.75,92.12,10350.7,10462.75,112.05,10428.7,1.07
2012-08-01,Wednesday,10430,-5.3,-0.05,"FLAT DOWN","GAP FILL UP",79.95,1508.49,10378,10509.95,131.95,10465.55,1.26
2012-07-31,Tuesday,10511,38.8,0.37,"MEDIUM GAP UP","NOT FILL",-223,-575.48,10288,10513.9,225.9,10435.3,2.16
2012-07-30,Monday,10300.1,93.6,0.92,"BIG GAP UP","NOT FILL",-39.1,-41.77,10261,10486.95,225.95,10472.25,2.16
2012-07-27,Friday,10283.5,199.7,1.98,"BIG GAP UP","NOT FILL",-121,-60.59,10162.5,10467,304.5,10206.5,2.98
2012-07-26,Thursday,10315,25.9,0.25,"FLAT UP","NOT FILL",-259.15,-1002.51,10055.85,10324,268.15,10083.8,2.66
2012-07-25,Wednesday,10374.95,46.9,0.45,"MEDIUM GAP UP","NOT FILL",-129.95,-277.08,10245,10377,132,10289.15,1.28
2012-07-24,Tuesday,10344.45,37.8,0.37,"MEDIUM GAP UP","NOT FILL",-89.8,-237.57,10254.65,10378,123.35,10328.05,1.19
2012-07-23,Monday,10419.9,-90.1,-0.86,"BIG GAP DOWN","NOT FILL",17.1,18.99,10283.45,10437,153.55,10306.65,1.49
2012-07-20,Friday,10610,-30,-0.28,"FLAT DOWN","GAP FILL UP",24,80,10483,10634,151,10509.95,1.44
2012-07-19,Thursday,10675.6,47.5,0.45,"MEDIUM GAP UP","NOT FILL",-50.6,-106.53,10625,10720,95,10640,0.89
2012-07-18,Wednesday,10564,3.5,0.03,"FLAT UP","NOT FILL",-57.45,-1618.31,10506.55,10655,148.45,10628.1,1.4
2012-07-17,Tuesday,10633.75,55.4,0.52,"MEDIUM GAP UP","NOT FILL",-108.75,-196.48,10525,10678,153,10560.45,1.45
2012-07-16,Monday,10589,-28.1,-0.27,"FLAT DOWN","GAP FILL UP",129,458.26,10551.65,10718,166.35,10578.4,1.57
2012-07-13,Friday,10630,-2.7,-0.03,"FLAT DOWN","GAP FILL UP",105,3888.89,10591.55,10735,143.45,10617.15,1.35
2012-07-12,Thursday,10691,-42.9,-0.4,"MEDIUM GAP DOWN","NOT FILL",0,0,10564,10691,127,10632.7,1.19
2012-07-11,Wednesday,10691.5,-68,-0.63,"MEDIUM GAP DOWN","GAP FILL UP",96.5,141.91,10691.5,10788,96.5,10733.9,0.9
2012-07-10,Tuesday,10585,15.9,0.15,"FLAT UP","NOT FILL",-4.2,-26.5,10580.8,10778,197.2,10759.5,1.83
2012-07-09,Monday,10582,-61.5,-0.58,"MEDIUM GAP DOWN","NOT FILL",38,61.74,10506,10620,114,10569.15,1.08
2012-07-06,Friday,10600,-38.2,-0.36,"MEDIUM GAP DOWN","GAP FILL UP",74.95,195.95,10525.2,10674.95,149.75,10643.55,1.41
2012-07-05,Thursday,10530,-6.2,-0.06,"FLAT DOWN","GAP FILL UP",129.5,2072,10413.35,10659.5,246.15,10638.25,2.31
2012-07-04,Wednesday,10532,44.2,0.42,"MEDIUM GAP UP","NOT FILL",-74.1,-167.46,10457.9,10567,109.1,10536.25,1.04
2012-07-03,Tuesday,10470,58.2,0.56,"MEDIUM GAP UP","NOT FILL",-45,-77.25,10425,10538,113,10487.75,1.08
2012-07-02,Monday,10351,4.5,0.04,"FLAT UP","NOT FILL",-51,-1146.07,10300,10466.35,166.35,10411.75,1.6
2012-06-29,Friday,10050,46.1,0.46,"MEDIUM GAP UP","NOT FILL",0,0,10050,10374,324,10346.55,3.13
2012-06-28,Thursday,10025,25.8,0.26,"FLAT UP","NOT FILL",-90,-349.51,9935,10044.35,109.35,10003.85,1.09
2012-06-27,Wednesday,10025,56,0.56,"MEDIUM GAP UP","NOT FILL",-73.4,-131.19,9951.6,10099,147.4,9999.25,1.47
2012-06-26,Tuesday,9880.1,-21.4,-0.22,"FLAT DOWN","GAP FILL UP",144.75,676.4,9872.75,10024.85,152.1,9969.05,1.53
2012-06-25,Monday,10050.1,18.4,0.18,"FLAT UP","NOT FILL",-182.9,-996.73,9867.2,10188.15,320.95,9901.5,3.24
2012-06-22,Friday,9929.9,-106.8,-1.06,"BIG GAP DOWN","GAP FILL UP",149.1,139.61,9850.1,10079,228.9,10031.75,2.28
2012-06-21,Thursday,9761,-54.5,-0.56,"MEDIUM GAP DOWN","GAP FILL UP",296,542.62,9746,10057,311,10036.7,3.1
2012-06-20,Wednesday,9801.2,21.7,0.22,"FLAT UP","NOT FILL",-66.2,-305.77,9735,9866,131,9815.55,1.33
2012-06-19,Tuesday,9715.15,7.6,0.08,"FLAT UP","NOT FILL",-130.85,-1710.46,9584.3,9808.2,223.9,9779.55,2.29
2012-06-18,Monday,10150.1,89.2,0.89,"BIG GAP UP","NOT FILL",-499.85,-560.06,9650.25,10185,534.75,9707.5,5.51
2012-06-15,Friday,9875,40.8,0.41,"MEDIUM GAP UP","NOT FILL",-15,-36.81,9860,10095,235,10060.85,2.34
2012-06-14,Thursday,10052.25,-15.9,-0.16,"FLAT DOWN","GAP FILL UP",43.25,272.87,9817,10095.5,278.5,9834.25,2.83
2012-06-13,Wednesday,10105,3.3,0.03,"FLAT UP","NOT FILL",-99,-3000,10006,10163,157,10068.1,1.56
2012-06-12,Tuesday,9825,-60,-0.61,"MEDIUM GAP DOWN","GAP FILL UP",297.75,496.66,9805,10122.75,317.75,10101.7,3.15
2012-06-11,Monday,10050,110.5,1.11,"BIG GAP UP","NOT FILL",-205,-185.52,9845,10091.35,246.35,9884.95,2.49
2012-06-08,Friday,9820.1,-35.7,-0.36,"MEDIUM GAP DOWN","GAP FILL UP",164.9,461.9,9703,9985,282,9939.5,2.84
2012-06-07,Thursday,9750.1,78.9,0.82,"BIG GAP UP","NOT FILL",-58.85,-74.64,9691.25,9874.8,183.55,9855.8,1.86
2012-06-06,Wednesday,9470,80.7,0.86,"BIG GAP UP","NOT FILL",-19.9,-24.66,9450.1,9693,242.9,9671.25,2.51
2012-06-05,Tuesday,9390.1,56.4,0.6,"MEDIUM GAP UP","NOT FILL",-77.85,-138.15,9312.25,9489,176.75,9389.3,1.88
2012-06-04,Monday,9120,-92.1,-1,"BIG GAP DOWN","GAP FILL UP",249.85,271.28,9045.8,9369.85,324.05,9333.75,3.47
2012-06-01,Friday,9388.45,-52.5,-0.56,"MEDIUM GAP DOWN","GAP FILL UP",54.15,103.04,9192,9442.6,250.6,9212.1,2.72
2012-05-31,Thursday,9170,-300.8,-3.18,"BIG GAP DOWN","GAP FILL UP",315,104.74,9170,9485,315,9441,3.34
2012-05-30,Wednesday,9599.9,-53.6,-0.56,"MEDIUM GAP DOWN","NOT FILL",0,0,9438,9599.9,161.9,9470.75,1.71
2012-05-29,Tuesday,9700,49,0.51,"MEDIUM GAP UP","NOT FILL",-76.2,-155.35,9623.8,9726,102.2,9653.5,1.06
2012-05-28,Monday,9461.1,44.5,0.47,"MEDIUM GAP UP","NOT FILL",-6.05,-13.61,9455.05,9678,222.95,9650.95,2.31
2012-05-25,Friday,9381.1,-2.4,-0.03,"FLAT DOWN","GAP FILL UP",83.9,3570.21,9310.15,9465,154.85,9416.65,1.64
2012-05-24,Thursday,9168,33.2,0.36,"MEDIUM GAP UP","NOT FILL",-31.85,-95.93,9136.15,9420,283.85,9383.45,3.03
2012-05-23,Wednesday,9139.5,-45.4,-0.49,"MEDIUM GAP DOWN","GAP FILL UP",81.5,179.52,9072.25,9221,148.75,9134.8,1.63
2012-05-22,Tuesday,9390,52.6,0.56,"MEDIUM GAP UP","NOT FILL",-224,-425.45,9166,9448,282,9184.9,3.07
2012-05-21,Monday,9266,9.2,0.1,"FLAT UP","NOT FILL",0,0,9266,9414.95,148.95,9337.35,1.6
2012-05-18,Friday,8988,-97.6,-1.07,"BIG GAP DOWN","GAP FILL UP",331.7,339.86,8925.25,9319.7,394.45,9256.8,4.26
2012-05-17,Thursday,9118,10,0.11,"FLAT UP","NOT FILL",-78.5,-788.94,9039.5,9284.5,245,9085.6,2.7
2012-05-16,Wednesday,9179.85,-104.9,-1.13,"BIG GAP DOWN","NOT FILL",3.15,3,8985,9183,198,9108.05,2.17
2012-05-15,Tuesday,9100.1,-79.6,-0.87,"BIG GAP DOWN","GAP FILL UP",219.9,276.26,9100.1,9320,219.9,9284.75,2.37
2012-05-14,Monday,9424,44.6,0.48,"MEDIUM GAP UP","NOT FILL",-292,-653.98,9132,9450,318,9179.7,3.46
2012-05-11,Friday,9311,-43.8,-0.47,"MEDIUM GAP DOWN","GAP FILL UP",199.9,456.39,9251,9510.9,259.9,9379.35,2.77
2012-05-10,Thursday,9424.85,45,0.48,"MEDIUM GAP UP","NOT FILL",-114.85,-255.22,9310,9544.95,234.95,9354.8,2.51
2012-05-09,Wednesday,9478.75,-78.1,-0.82,"BIG GAP DOWN","GAP FILL UP",82.05,105.06,9311,9560.8,249.8,9379.85,2.66
2012-05-08,Tuesday,9914,41.6,0.42,"MEDIUM GAP UP","NOT FILL",-424.3,-1018.73,9489.7,9914,424.3,9556.85,4.44
2012-05-07,Monday,9699,-94.9,-0.97,"BIG GAP DOWN","GAP FILL UP",206,217.07,9472,9905,433,9872.35,4.39
2012-05-04,Friday,10075,-40.5,-0.4,"MEDIUM GAP DOWN","GAP FILL UP",62.85,154.99,9762,10137.85,375.85,9793.9,3.84
2012-05-03,Thursday,10240,-31,-0.3,"FLAT DOWN","NOT FILL",0,0,10084,10240,156,10115.55,1.54
2012-05-02,Wednesday,10280,10.3,0.1,"FLAT UP","NOT FILL",-38,-368.93,10242,10375,133,10270.95,1.29
2012-04-30,Monday,10238,30.9,0.3,"FLAT UP","NOT FILL",-17.95,-58.18,10220.05,10360,139.95,10269.7,1.36
2012-04-28,Saturday,10155,11.1,0.11,"FLAT UP","NOT FILL",-3,-27.03,10152,10230,78,10207.15,0.76
2012-04-27,Friday,10150,22,0.22,"FLAT UP","NOT FILL",-106.9,-485.91,10043.1,10270,226.9,10143.9,2.24
2012-04-26,Thursday,10200,32.8,0.32,"FLAT UP","NOT FILL",-118,-360.31,10082,10297,215,10128,2.12
2012-04-25,Wednesday,10248.5,20.4,0.2,"FLAT UP","NOT FILL",-213.5,-1046.57,10035,10287,252,10167.25,2.48
2012-04-24,Tuesday,10280,42.3,0.41,"MEDIUM GAP UP","NOT FILL",-117.1,-276.83,10162.9,10369,206.1,10228.1,2.02
2012-04-23,Monday,10428.85,-37.6,-0.36,"MEDIUM GAP DOWN","GAP FILL UP",103.7,275.8,10210,10532.55,322.55,10237.7,3.15
2012-04-20,Friday,10569,-43.2,-0.41,"MEDIUM GAP DOWN","GAP FILL UP",41.5,95.95,10385.95,10610.5,224.55,10466.45,2.15
