Date,Open,High,Low,Close,Volume
11/20/2009,8999,9250.1,8876.65,9231.4,1.86
11/19/2009,9196.45,9199,8961.5,9015.6,1.45
11/18/2009,9249.9,9320,9195.85,9225.7,1.08
11/17/2009,9298.8,9318.9,9096.05,9294.5,1.28
11/16/2009,9225,9350,9212,9277.6,956.95
11/13/2009,9099,9224,9052,9152.95,1.32
11/12/2009,9300,9330.5,9011.2,9083.25,1.66
11/11/2009,9165,9354,9075,9336.8,1.38
11/10/2009,9206.25,9240,9072.65,9138.25,1.45
11/9/2009,8730,9143.35,8730,9124.1,1.63
11/6/2009,8621.5,8770,8616.3,8699.5,1.43
11/5/2009,8465,8583.85,8286.3,8551.95,1.74
11/4/2009,8310,8509,8244,8486.95,1.6
11/3/2009,8333,8518,8180.7,8225,1.64
10/30/2009,8505.1,8748,8381.4,8419.5,2.01
10/29/2009,8449.9,8559.95,8386.05,8417.85,1
10/28/2009,8699,8699,8425,8619.65,1.62
10/27/2009,8990,9124,8683.55,8724.1,2.37
10/26/2009,9225,9225,9030,9055,1.52
10/23/2009,9220,9279,9140.7,9204.8,1.23
10/22/2009,9255,9270,9070,9112.3,1.52
10/21/2009,9430,9444,9272,9286.7,1.39
10/20/2009,9510,9598,9400,9448.05,1.49
10/17/2009,9581.5,9599,9455,9482.65,280.55
10/16/2009,9300,9570,9241.1,9531.55,1.45
10/15/2009,9200,9295,9126.6,9282.05,1.27
10/14/2009,9010,9161,9010,9139.55,1.08
10/12/2009,8750,8997,8701.15,8979.95,1.36
10/9/2009,8885,8885,8650,8691.8,1.38
10/8/2009,8850,8894,8720,8844.55,1.3
10/7/2009,8890,8963,8710,8738.95,1.68
10/6/2009,8718.5,8847.5,8555,8828.6,1.73
10/5/2009,8738.8,8790,8650,8674.3,1.04
10/1/2009,8750.5,8877.9,8750.5,8820.45,1.35
9/30/2009,8484,8789,8467,8762.9,1.73
9/29/2009,8511,8559,8466,8489.15,714.15
9/25/2009,8500,8555,8425.1,8467.35,1.06
9/24/2009,8420,8565,8344.5,8545,988.45
9/23/2009,8450,8546.95,8403.55,8424.3,996.75
9/22/2009,8410,8485,8360,8463.75,755.7
9/18/2009,8410,8433,8300,8379.15,1.13
9/17/2009,8405.4,8500,8393.05,8439.7,1.13
9/16/2009,8274,8388,8270,8370.55,982.45
9/15/2009,8023,8230,8023,8208.75,1.18
9/14/2009,7900,8018,7890,7989.5,1.07
9/11/2009,7885,7964,7806.75,7933.1,1.22
9/10/2009,7891,7962,7805,7834.8,1.14
9/9/2009,7700,7816.95,7682,7792,916.7
9/8/2009,7700,7795,7655.05,7742.25,1.11
9/7/2009,7510,7690,7499.8,7673.75,739.9
9/4/2009,7372,7499,7355.25,7476.8,760.7
9/3/2009,7382.5,7434.9,7330,7358.1,760.1
9/2/2009,7335,7419,7305.1,7359.95,781.3
9/1/2009,7485.5,7600,7342,7378.2,1.37
8/31/2009,7420,7480,7387,7452.3,811
8/28/2009,7405.5,7548,7381.2,7506.05,972
8/27/2009,7373,7449,7370,7385.65,559.25
8/26/2009,7450,7479,7387,7430.95,687.6
8/25/2009,7470,7489.4,7376,7436.4,1.01
8/24/2009,7510,7560,7490,7522.95,725.9
8/21/2009,7218,7424,7128.05,7396.55,1.35
8/20/2009,7197,7325,7197,7256.45,1.09
8/19/2009,7198.5,7244.9,6985,7099.2,1.38
8/18/2009,7076,7300,7076,7217.95,1.16
8/17/2009,7311,7311,7065.1,7086.45,982.05
8/14/2009,7485.5,7525,7367,7414.6,991.4
8/13/2009,7289.7,7506,7289.7,7491.05,1.06
8/12/2009,7145,7215,6974,7177.25,1.37
8/11/2009,7151,7306,7130.05,7217.85,1.22
8/10/2009,7360,7401.1,7126.25,7159.35,1.42
8/7/2009,7401.25,7464,7228.2,7250.15,1.13
8/6/2009,7590,7703.5,7435,7466.7,1.44
8/5/2009,7620.1,7654,7510,7626.7,908.75
8/4/2009,7660,7729,7568,7618.5,1.24
8/3/2009,7575,7708,7508,7668.45,968.9
7/31/2009,7480,7630,7472.5,7554.6,1.13
7/30/2009,7199.5,7390,7182,7389.7,963.25
7/29/2009,7298,7299,7088,7236.25,1.25
7/28/2009,7420.4,7440,7265.05,7323.25,1.32
7/27/2009,7440.5,7499,7350,7412.3,894.05
7/24/2009,7524,7536,7341.05,7408.35,1.24
7/23/2009,7449,7529.95,7380.5,7483.85,1.38
7/22/2009,7479,7618,7282,7338.15,1.59
7/21/2009,7549.8,7549.8,7388,7439.05,1.38
7/20/2009,7300,7558,7228.05,7544.9,1.28
7/17/2009,6949.45,7256,6949.45,7233.8,1.42
7/16/2009,7011,7099,6842.15,6899.45,1.52
7/15/2009,6795,6975,6702,6937.05,1.38
7/14/2009,6624.85,6775,6616.85,6743.55,1.43
7/13/2009,6386.9,6555.9,6366,6521.75,1.38
7/10/2009,6660,6750,6403,6486.85,1.27
7/9/2009,6650,6738,6529.95,6653.75,1.34
7/8/2009,6820,6850,6610.2,6638.4,1.53
7/7/2009,6950,7060,6840.1,6927.7,1.37
7/6/2009,7516,7695,6805,6905.35,2.44
7/3/2009,7350.4,7590,7300.5,7563.75,1.2
7/2/2009,7451.05,7460,7264,7380.95,1.31
7/1/2009,7312,7475,7243.05,7439.8,1.69
6/30/2009,7540,7560,7275,7311.3,1.67
6/29/2009,7417.3,7623.5,7362.4,7504.5,1.4
6/26/2009,7188.9,7422,7145.5,7399.5,1.28
6/25/2009,7165,7250,7114,7123,1.02
6/24/2009,7101.25,7161,7000.15,7129.1,1.25
6/23/2009,7071.55,7134,6975,7087.15,1.5
6/22/2009,7305,7410.05,7167,7212.7,1.72
6/19/2009,7150.8,7259.5,6995.05,7219.45,1.78
6/18/2009,7050,7240,6920,7075,1.78
6/17/2009,7243,7332,6990,7040.35,1.56
6/16/2009,7006.1,7306,6961.1,7279.9,1.43
6/15/2009,6999,7170,6942,7063.3,1.24
6/12/2009,7260,7319,7031,7060.95,1.19
6/11/2009,7300,7340,7136,7223.4,1.31
6/10/2009,7190,7375,7179,7301.95,1.2
6/9/2009,6871.3,7148,6837.5,7111.65,1.25
6/8/2009,7255.05,7283,6870,6906.3,1.24
6/5/2009,7355,7400,7241,7279.2,1.22
6/4/2009,7116.05,7309,7041,7292.6,1.3
6/3/2009,7351.5,7375,7105,7177.85,1.18
6/2/2009,7380,7380,7035,7288.35,1.48
6/1/2009,7450,7475,7200,7303.55,1.14
5/29/2009,7282.5,7420,7275.05,7358.3,951.7
5/28/2009,7230,7372,7150,7338.6,942.6
5/27/2009,7047.05,7255.8,6980,7230.6,1.3
5/26/2009,7059.8,7148.95,6801.1,6859.45,1.57
5/25/2009,7050,7117,6971,7062.3,1.63
5/22/2009,6899,7091,6829,7058.35,1.57
5/21/2009,7124.7,7229.7,6908,6943.7,1.52
5/20/2009,7135,7340,7117.1,7172.3,1.27
5/19/2009,7399,7600,6630,7289.9,2.43
5/18/2009,6250,6846.25,6202.5,6812.15,27.85
5/15/2009,5540,5734,5528.9,5705.2,2.11
5/14/2009,5400,5522,5337,5498.9,2
5/13/2009,5601.2,5630,5460,5514.45,2.55
5/12/2009,5331.05,5607.7,5291,5581.3,2.37
5/11/2009,5430,5505,5285,5320.55,2.35
5/8/2009,5560,5588,5335,5397.5,2.26
5/7/2009,5495,5580,5465,5560.85,2.07
5/6/2009,5558,5647.5,5387,5446,2.87
5/5/2009,5550.1,5619.7,5466.1,5575.8,2.72
5/4/2009,5275.1,5502,5266,5490,1.89
4/29/2009,5048,5141.35,4950.05,5130.95,1.81
4/28/2009,5160.1,5222.9,4894,4921.1,2.73
4/27/2009,5074.95,5294.65,5020,5174.05,3.05
4/24/2009,4975.05,5156.75,4941.5,5127.5,2.44
4/23/2009,4825,5017.7,4715,4975,2.51
4/22/2009,4535.55,4955,4535.55,4808.55,2.62
4/21/2009,4905.5,4964.4,4805.3,4848.9,3.26
4/20/2009,5119,5200,4924,4992.85,3.05
4/17/2009,5000.1,5208,4950,5058.35,3.5
4/16/2009,5060,5153.6,4875,4906.65,3.93
4/15/2009,4700,5108,4684.25,5052.6,2.85
4/13/2009,4639,5000,4630,4821.95,2.14
4/9/2009,4541,4649,4439,4590.6,3.37
4/8/2009,4350,4517.5,4246.5,4489.35,2.9
4/6/2009,4531,4600,4392.9,4489.25,2.92
4/2/2009,4335,4502,4285,4423.85,2.2
4/1/2009,4150,4202.9,3996.2,4185.75,3.11
3/31/2009,4070,4184.9,3850.5,4093.2,4.61
3/30/2009,4340,4340,4001.15,4030.9,3.03
3/27/2009,4280.8,4428,4260.25,4402.7,2.59
3/26/2009,4170,4304.9,4144.4,4285.15,1.75
3/25/2009,4011.2,4148,3990.1,4123.6,2.61
3/24/2009,4002.2,4179.35,3978,4002.6,3.18
3/23/2009,3769.85,3961,3731,3940.05,2.24
3/20/2009,3730,3745,3659,3688.4,1.94
3/19/2009,3751.1,3803.5,3656.45,3758.65,2.25
3/18/2009,3690,3779.95,3680,3721.45,2
3/17/2009,3748,3783,3606.75,3640.1,2.58
3/16/2009,3649.95,3748,3640,3738.5,2.28
3/13/2009,3520,3660,3519,3636.05,2.39
3/12/2009,3402,3460,3362,3427.65,2.67
3/9/2009,3424.9,3445,3290.15,3313.9,2.22
3/6/2009,3389.95,3528,3320,3449.65,3.62
3/5/2009,3601,3635,3376.95,3411.9,2.56
3/4/2009,3625,3659,3555.65,3571.65,1.87
3/3/2009,3630,3734,3595.5,3614.2,2.04
3/2/2009,3773,3810,3630.05,3669.05,1.57
2/27/2009,3818,3895,3732,3875.05,2.07
2/26/2009,3900,3919.9,3782.55,3834.9,849.6
2/25/2009,3910.2,3984,3900,3915.2,1.07
2/24/2009,3885.55,3919.85,3796.25,3876.4,1.07
2/20/2009,4000,4000,3892.5,3934.35,1.03
2/19/2009,4070,4139.85,4027.1,4065.85,1.11
2/18/2009,4111.1,4175,4019.95,4060.7,1.43
2/17/2009,4299,4299,4125.55,4150.9,927.93
2/16/2009,4540.5,4548,4200,4336.9,1
2/13/2009,4508,4604,4501.2,4560.25,570.63
2/12/2009,4480,4530,4447.8,4467.95,860.88
2/11/2009,4450,4535.9,4400,4514.7,843.8
2/10/2009,4451,4599,4443,4517,1.22
2/9/2009,4401.1,4469,4352,4457.75,682.93
2/6/2009,4254.9,4345,4254.9,4326.2,794.8
2/5/2009,4255,4262.1,4167,4214.6,783.85
2/4/2009,4273.1,4347.9,4200,4231.95,1.12
2/3/2009,4248,4328.7,4158,4238.15,1.35
2/2/2009,4410.5,4410.5,4183.9,4199.95,936.8
1/30/2009,4277,4472,4270,4449.95,927.08
1/29/2009,4378,4484.5,4335.1,4362.05,623.4
1/28/2009,4228.3,4360,4205,4342.25,805.8
1/27/2009,4095,4220,4095,4202.85,902.08
1/23/2009,4250,4330,4026,4065.45,1.28
1/22/2009,4281,4344,4207.15,4284.25,900.6
1/21/2009,4332,4360,4220,4246.05,928.58
1/20/2009,4480.05,4480.05,4345,4392.2,739.6
1/19/2009,4605,4620,4510,4539.9,631.23
1/16/2009,4497,4599,4492,4583.65,788.38
1/15/2009,4602.2,4650,4415,4475,1.25
1/14/2009,4689.95,4819,4666,4751.3,1.12
1/13/2009,4700,4756,4580.3,4634.6,1.18
1/12/2009,4850,4879,4586.15,4677.15,1.28
1/9/2009,4915.1,5088,4831,4896.3,1.46
1/7/2009,5420,5428,4929,4970.75,1.81
1/6/2009,5340,5441.25,5261.05,5381.45,1.34
1/5/2009,5256,5360,5256,5351.35,967.05
1/2/2009,5159,5264.95,5106.55,5199.85,1.09
1/1/2009,5019.9,5158,5014,5136.2,716.18
12/31/2008,5123,5129,4970,4993.25,1.28
12/30/2008,4985.95,5142,4932,5076,1.29
12/29/2008,4810,4985,4690,4968.8,1.16
12/26/2008,4980,5060,4777,4800.6,816.88
12/24/2008,4813,4934.8,4799,4930.25,495.03
12/23/2008,5022,5028.4,4820,4865.1,861.1
12/22/2008,5171,5227,5005.5,5039.95,952.9
12/19/2008,5125,5244,5071,5156.05,982.45
12/18/2008,4775.25,5165,4765.15,5130.15,1.49
12/17/2008,4840,4935,4762,4786.5,1.16
12/16/2008,4699,4848.5,4680,4827.6,778.15
12/15/2008,4698.7,4833.65,4685,4711.45,886.23
12/12/2008,4447,4695,4410,4658.15,959.45
12/11/2008,4580,4689,4472,4596.9,1.04
12/10/2008,4506,4591,4414,4569.7,989.8
12/8/2008,4525,4590,4405.25,4432.65,1.01
12/5/2008,4430,4597,4296.6,4348.15,1.31
12/4/2008,4235,4469.9,4205,4444.5,1.06
12/3/2008,4150.1,4250.5,4055.1,4224.3,1.27
12/2/2008,4005.6,4129,3902.25,4100.25,1.04
12/1/2008,4360,4461,4101,4122.6,856.1
11/28/2008,4250,4314,4190,4291.15,396.3
11/26/2008,4085,4304,3996.55,4271,986.18
11/25/2008,4289,4315,4013,4041.1,927.93
11/24/2008,4251,4364.8,4091.05,4170.8,1.07
11/21/2008,4071.25,4380.8,4040,4294.5,1.22
11/20/2008,4100,4169.7,3952,4097.1,843.08
11/19/2008,4350,4524,4185,4206.95,1.07
11/18/2008,4453,4482,4241.1,4332.7,1.13
11/17/2008,4730,4745,4351,4546.2,864.65
11/14/2008,4840,4928,4650,4723.95,817.8
11/12/2008,4895,4972,4658.05,4729.05,839.05
11/11/2008,5210.1,5218,4901.5,4926.8,653.58
11/10/2008,5101,5278.9,5081,5260.55,432.55
11/7/2008,4899,5112.55,4795.3,5048.75,862.88
11/6/2008,4997.7,5150,4877.1,4939.65,861.58
11/5/2008,5421,5425,5075,5109.8,761.13
11/4/2008,4874.95,5290,4802,5240.55,715.08
11/3/2008,4777,4909,4762,4876.05,560.33
10/31/2008,4450,4650.9,4345.05,4529.35,720.95
10/29/2008,4350,4437.9,3877,4280.45,488.65
10/28/2008,4300,4350,4250,4306.15,113.65
10/27/2008,4190,4300,3771,4086.25,720.7
10/24/2008,4825,4850,4230,4288.1,903.58
10/23/2008,5000,5224.7,4882.05,4923.9,894.98
10/22/2008,5326.3,5379,5076,5102.75,681.48
10/21/2008,5350,5508.15,5275,5430.7,748.13
10/20/2008,5250,5497.9,5001,5306.25,976.73
10/17/2008,5538.3,5571,5090,5185.1,1.04
10/16/2008,5100,5609.9,5100,5503.4,1.38
10/15/2008,5479.5,5570,5358.2,5419.85,899.28
10/14/2008,5755,5819,5526,5565.8,1.12
10/13/2008,5050.1,5599.9,5050.1,5551,931.35
10/10/2008,4900.25,5135,4470,4963.95,1.13
10/8/2008,5290,5338,4925,5247.3,1.21
10/7/2008,5740,5818,5387,5470.2,1.45
10/6/2008,5750,5750,5537,5580.65,897.3
10/3/2008,5903,6008,5745.2,5798.15,1.08
10/1/2008,5850,6040,5655,5976.95,1.42
9/30/2008,5300,5875,5300,5794.95,1.22
9/29/2008,5899,5899,5428.7,5538.75,1
9/26/2008,6099.9,6102,5825.6,5853.9,968.98
9/25/2008,6130,6149.85,5967.15,6080.2,589.8
9/24/2008,6060,6217,6053,6124.35,735.43
9/23/2008,6205.75,6277.35,6025.3,6051.8,883.65
9/22/2008,6369,6369,6250,6301.95,810.33
9/19/2008,6299,6378,6130.2,6325.6,1.13
9/18/2008,5762,6115,5550,6075,1.21
9/17/2008,6189,6200,5780.25,5909.6,1.47
9/16/2008,5850,6199.9,5775.2,6147.75,1.48
9/15/2008,6050,6050,5770,6004.35,951.93
9/12/2008,6425,6425,6180,6224.55,1.14
9/11/2008,6400,6469.95,6265,6367.3,1.18
9/10/2008,6401,6530,6383.1,6459.65,872.83
9/9/2008,6490,6544,6426,6483.9,786.75
9/8/2008,6550,6677.65,6529,6582.25,819.88
9/5/2008,6424,6425,6292,6328.9,1.2
9/4/2008,6445,6569,6345,6523.9,1.27
9/2/2008,6170,6641,6170,6531,1.14
9/1/2008,6050.55,6213.5,5911.25,6167.35,764.25
8/29/2008,5851,6163,5851,6138.4,1.04
8/28/2008,5804,5858,5691.15,5721.15,606.9
8/27/2008,6002,6002,5805,5826.1,436.4
8/26/2008,5812.4,5989,5787.4,5968.1,703.58
8/25/2008,5924,5996,5851.2,5867.2,553.25
8/22/2008,5690,5816,5660,5778.7,681.63
8/21/2008,6013.3,6013.3,5691,5709.45,707.33
8/20/2008,6052,6115,6001.1,6041.1,449.55
8/19/2008,5939,6060,5880,6017,632.03
8/18/2008,5980,6129,5954,6036.65,503.73
8/14/2008,6270,6300,6015.75,6041.65,601.3
8/13/2008,6385,6508.9,6341,6398.1,547.75
8/12/2008,6735,6749,6431,6507.35,666.35
8/11/2008,6600.1,6757,6560,6720.5,555.65
8/8/2008,6357,6519,6178.25,6469.45,649.13
8/7/2008,6302,6475,6275,6383.75,527.8
8/6/2008,6525,6735,6305,6338.05,791.65
8/5/2008,5995,6440,5910,6397.45,624.83
8/4/2008,5980,6106,5905,5989.95,311.93
8/1/2008,5601,5990,5550.1,5971.25,422.3
7/31/2008,5720,5745,5565,5730.05,239.7
7/30/2008,5490,5739,5490,5693.55,384.95
7/29/2008,5800,5815,5365.05,5418.95,716.48
7/28/2008,5940,5998.95,5861.1,5911.2,288.15
7/25/2008,6040,6088,5886.5,5931.85,470.08
7/24/2008,6425,6463.95,6092,6210.95,520.6
7/23/2008,5950,6387.7,5950,6350.1,434.2
7/22/2008,5551,5842,5550,5781.6,394.9
7/21/2008,5450,5619.9,5354,5589.1,323.13
7/18/2008,5055,5399,5055,5368,538.78
7/17/2008,4999,5030,4856,5002.45,293.78
7/16/2008,4832,4920,4659,4715.3,252.5
7/15/2008,5050,5088,4760,4816.9,290.1
7/14/2008,5180,5323,5056,5195.6,243.18
7/11/2008,5385,5390,5134,5208.45,290.75
7/10/2008,5270,5355,5188,5318.85,276.48
7/9/2008,5219,5352,5219,5313.65,263.33
7/8/2008,4951,5125,4775.1,5052.9,247.83
7/7/2008,5000,5199,4975,5015.2,270.8
7/4/2008,4820,5020,4745,4966.25,355.13
7/3/2008,4950,4950,4655,4809.95,387.55
7/2/2008,4699,5025,4530,4987,389
7/1/2008,4979,5019,4635.5,4670.05,318.43
6/30/2008,5116,5135,4904,4929.85,204.85
6/27/2008,5250,5288,5101.05,5129.75,218.33
6/26/2008,5512,5593,5410,5512.15,138.43
6/25/2008,5250,5511,5250,5479.45,155.58
6/24/2008,5599,5687,5410.1,5468.1,148.4
6/23/2008,5701.1,5734,5542,5583.25,202.5
6/20/2008,5974,5976,5682.5,5717.4,286.8
6/19/2008,6125.55,6126,5891,5923.2,184.4
6/18/2008,6444,6444,6155.1,6173.95,237.7
6/17/2008,6135,6415,6110,6396.45,319.18
6/16/2008,5999,6145,5999,6124.75,171.85
6/13/2008,6085,6085,5913,5953.1,243
6/12/2008,5730.1,6039.9,5690,6002.05,273.15
6/11/2008,5888,5974.95,5830.5,5935.2,140.48
6/10/2008,5868,5929,5651,5801,203.35
6/9/2008,6011,6011,5788,5912.7,144.3
6/6/2008,6251,6280,6085,6111.65,149.65
6/5/2008,6060,6239,5955,6204.45,211.83
6/4/2008,6288,6343,6050,6085.6,155.43
6/3/2008,6250.25,6339,6185,6299.1,177.18
6/2/2008,6545,6664,6288,6311.35,167.68
5/30/2008,6600,6635,6480,6538.05,111.88
5/29/2008,6820,6870,6552.15,6576.75,129.58
5/28/2008,6580,6822,6524,6774.85,166.03
5/27/2008,6800,6818,6521.5,6550.85,123.63
5/26/2008,6852,6905,6712.5,6742,121.2
5/23/2008,7194,7194,6953,6972.2,164.78
5/22/2008,7280.05,7280.05,7102,7122.4,141.68
5/21/2008,7352,7402.9,7280.5,7371.05,130.93
5/20/2008,7588,7588,7375,7430.3,122.08
5/16/2008,7545,7635,7523,7606.7,197.4
5/15/2008,7350,7506.95,7345,7489.85,127.83
5/14/2008,7221,7342,7221,7302.25,88.73
5/13/2008,7370,7455,7250,7306,125.88
5/12/2008,7280,7349,7131,7316.45,201.75
5/9/2008,7511,7530,7250,7280.45,201.1
5/8/2008,7662,7668,7497.5,7514.55,178.9
5/7/2008,7840,7840,7659.95,7747.3,159.1
5/6/2008,7860.2,7887.8,7773.5,7834.45,98.43
5/5/2008,7919,8005,7844.95,7870.65,159.6
5/2/2008,7809,7914.7,7720,7894.8,225.75
4/30/2008,7825,7825,7590,7648.1,129.75
4/29/2008,7595,7832,7566.65,7764.7,252.68
4/28/2008,7675,7720,7551.3,7584,86.6
4/25/2008,7474,7660,7427.1,7628.1,142.9
4/24/2008,7405.5,7444.1,7351,7391.9,77.25
4/23/2008,7500,7518,7280,7379.8,106.25
4/22/2008,7400,7515,7362,7490.55,109.68
4/21/2008,7105,7449.45,7050,7416.55,158.9
4/17/2008,7014,7224.2,7014,7158.65,176.18
4/16/2008,6970,7055,6919,6943.5,67.83
4/15/2008,6762,6980,6685.2,6926.65,78.68
4/11/2008,6910,6959.9,6815,6837,145.15
4/10/2008,7060.95,7090,6859,6876.1,128.95
4/9/2008,6750,7095,6750,7044.9,120.88
4/8/2008,6880,6960,6735,6855.3,145.78
4/7/2008,6575,6870,6547,6838.2,125
4/4/2008,6800,6800,6510,6550.35,167.93
4/3/2008,6800,6869,6705.25,6756.2,69.28
4/2/2008,6845,6980,6750,6782.4,138.45
4/1/2008,6700,6745,6465.05,6643.8,99.83
3/31/2008,6920,6925,6605,6629.55,149.78
3/28/2008,7099,7109,6760.1,7058.2,412.15
3/27/2008,7040,7125,6940,6969.3,244.18
3/26/2008,7194,7245,7000.25,7136.95,257.1
3/25/2008,6808,7204.8,6808,7158,349.53
3/24/2008,6500,6700,6465,6634.15,416.43
3/19/2008,6645,6830,6375,6438.6,386.63
3/18/2008,6590,6644,6350,6491.85,182.05
3/17/2008,6950,6950,6525,6585.5,278.78
3/14/2008,6900,7138,6881.25,7108.6,285.38
3/13/2008,7200,7200,6825,6904.8,215.5
3/12/2008,7550,7709,7310,7370.25,301.55
3/11/2008,7160,7500.05,7150,7376.45,320.88
3/10/2008,7006,7398,6957,7277.2,318.38
3/7/2008,7450.25,7455,7055,7268.4,278.03
3/5/2008,7667.05,7761,7524.05,7627.6,229.03
3/4/2008,8065,8095,7566.2,7722.35,182
3/3/2008,8500,8500,7981,8010.3,150.85
2/29/2008,8510,8750,8250,8677.4,308.55
2/28/2008,8715,8765,8480,8608.25,86.88
2/27/2008,8750,8909.9,8670.05,8702.5,67.23
2/26/2008,8750,8811.5,8700,8753.65,67.93
2/25/2008,8749,8749.5,8417,8685.15,68.55
2/22/2008,8758,8880,8641,8680.2,73.6
2/21/2008,9250,9280,8745,8937.6,83.55
2/20/2008,9300,9343,9025,9103.75,60
2/19/2008,9420,9539.2,9380.5,9407.9,45.8
2/18/2008,9410,9517.3,9300.1,9411.7,54.75
2/15/2008,9085,9397.5,8970,9374.6,52.4
2/14/2008,8854,9170,8854,9130.25,55.95
2/13/2008,8588,8800,8525,8735.45,65.68
2/12/2008,8463.3,8650,8385,8458.15,60.05
2/11/2008,8725,8834,8191,8382.2,69.95
2/8/2008,8815,9014,8612,8814.6,86.48
2/7/2008,9200,9299,8866,8929.65,81.13
2/6/2008,9161,9279,9078,9195.7,65.48
2/5/2008,9545,9590,9400.3,9444.05,49.73
2/4/2008,9444,9765,9444,9570.1,71.63
2/1/2008,9201,9415,8970.6,9357.9,83.28
1/31/2008,9400,9500,9125,9226.25,97.18
1/30/2008,9599,9629,9265,9354.9,107.98
1/29/2008,9950,10075,9425.2,9551.25,177.1
1/28/2008,9450,9939.9,9310,9892.8,115.75
1/25/2008,9388,9830,9330,9785.15,85.7
1/24/2008,9420,9618,8942,9118.35,78.6
1/23/2008,9005,9461.3,8851.2,9209.05,71.05
1/22/2008,8500,8799,7641,8601.15,73.88
1/21/2008,9821,9821,8355,8989.2,110.35
1/18/2008,10210,10294.75,9723,9812.6,221.13
1/17/2008,10480,10525,10200,10346.8,158.5
1/16/2008,10403.3,10502,10081.5,10442.4,284.48
1/15/2008,10745,10799,10495.2,10523.05,189.7
1/14/2008,10550,10806,10550,10751.05,291.25
1/11/2008,10350,10669,10350,10583.35,207.4
1/10/2008,10450,10650,10275,10306.55,194.58
1/9/2008,10318,10540,10265,10337.65,145.85
1/8/2008,10550,10579,10260.3,10380.25,245.48
1/7/2008,10151,10534,10031,10441.75,225.93
1/4/2008,10293.9,10363,10201.65,10292.35,139.38
1/3/2008,10303.3,10350,10160.6,10210.7,119.63
1/2/2008,10069,10450,9930,10346.4,324.33
1/1/2008,9959,10054,9876,10010.85,68.1
12/31/2007,9950,9984,9878,9954.95,38.5
12/28/2007,9795,9930,9750,9917.6,64.93
12/27/2007,9830,9837.8,9738.8,9785.05,53.05
12/26/2007,9674,9790.35,9645.55,9769.95,60.55
12/24/2007,9424,9629.85,9420,9605.95,89.2
12/20/2007,9335,9385,9250,9312.4,112.8
12/19/2007,9449,9485,9155.05,9292.75,105.85
12/18/2007,9456,9500,9276,9334.9,157
12/17/2007,9825,9839,9400,9456,134
12/14/2007,9802,9999,9802,9880.9,159.75
12/13/2007,10160,10160,9942,9969.5,169.55
12/12/2007,9980,10170,9960.1,10140.2,195.55
12/11/2007,9935,10162,9935,10129.25,221.9
12/10/2007,9735,9918.65,9735,9896.15,96.05
12/7/2007,9720,9899,9626,9814.8,146.1
12/6/2007,9777,9838,9600,9654.25,151.05
12/5/2007,9465,9720,9450,9690.25,114.65
12/4/2007,9450,9515,9415.4,9441.45,43.4
12/3/2007,9499.9,9544,9460,9478.55,76.3
11/30/2007,9377,9523.9,9240,9461.9,135.7
11/29/2007,9280,9280,9110,9124.4,99.15
11/28/2007,9180,9249.9,8960,9006.25,95.25
11/27/2007,9000,9130,9000,9112.05,107.5
11/26/2007,9189,9280,9121.05,9163.4,128.9
11/23/2007,9100,9100.05,8830,9043.2,153.85
11/22/2007,8950,9080,8645,9018.85,214.1
11/21/2007,9300,9300,8778,8851.65,175.5
11/20/2007,9370.1,9630,9241,9330.8,250.35
11/19/2007,9545,9590,9430,9467.3,94.75
11/16/2007,9480,9580,9350,9484.55,206.1
11/15/2007,9660,9660,9455.5,9478.1,99.4
11/14/2007,9289,9655,9289,9625.1,264.55
11/13/2007,8720,9194.45,8685.05,9074.2,322.8
11/12/2007,8651,8900.05,8475,8828.5,269
11/9/2007,8987,8999,8690,8780.95,79.45
11/8/2007,9010,9050,8875,8967.2,192.35
11/7/2007,9400,9420,9136,9159.15,179.9
11/6/2007,9550,9564.95,9200,9288.05,169
11/5/2007,9545,9707,9366,9434.05,257.45
11/2/2007,9000,9635,8984,9563.2,366.15
11/1/2007,9190,9337,9000,9126.05,370.3
10/31/2007,8925,9130,8855,9037.35,146.8
10/30/2007,9100,9720.8,8862,8987.35,460.25
10/29/2007,8988,9124,8950,9018.5,156.1
10/26/2007,8335,8800,8250.1,8763.05,299.85
10/25/2007,8126,8518,8126,8428.65,132.85
10/24/2007,8140,8251.3,8025,8185.9,187.75
10/23/2007,7780,8094.9,7720.05,8074.75,196.5
10/22/2007,7300,7575,7300,7545.65,152.2
10/19/2007,7680,7680,7262.25,7409.75,237.7
10/18/2007,8150.05,8219,7465,7583.8,262.3
10/17/2007,7900,8230,7700,8107.85,268.35
10/16/2007,8300,8515,8251,8475.5,234.75
10/15/2007,8000,8320,8000,8294.3,232
10/12/2007,8100,8141.05,7905.1,7946.7,157.2
10/11/2007,8065,8190,8012,8170,134.3
10/10/2007,8020,8097,7925,8057.2,249
10/9/2007,7595,7954.5,7536,7927.05,263.7
10/8/2007,7930,7950,7526.5,7635.85,282.6
10/5/2007,8050.95,8070,7825.1,7888.45,268.4
10/4/2007,8020,8100,7862,8043.7,278.95
10/3/2007,8054.5,8231,7802.15,8112.5,397.95
10/1/2007,8818,8818,7956,8001.5,239.95
9/28/2007,7884,8166,7858,8114.7,361.7
9/27/2007,7890,7930,7751,7833.65,308.25
9/26/2007,7630.05,7860,7600,7797.4,356.25
9/25/2007,7700,7700,7491,7623.7,236.7
